_id,ano,mes,processo_numero,solicitacao_data,solicitacao_hora,solicitacao_descricao,solicitacao_regional,solicitacao_bairro,solicitacao_localidade,solicitacao_endereco,solicitacao_roteiro,rpa_codigo,rpa_nome,solicitacao_microrregiao,solicitacao_plantao,solicitacao_origem_chamado,latitude,longitude,solicitacao_vitimas,solicitacao_vitimas_fatais,processo_situacao,processo_tipo,processo_origem,processo_localizacao,processo_status,processo_data_conclusao
98,2022,12-dezembro,8119389922,2022-12-14T00:00:00,09:35,USUÁRIO INFORMA QUE ESTA OCORRENDO ACIDNETE E PEDE A PRESENÇA DA DEFESA CIVIL NO LOCAL,PLANICIE,AFOGADOS,AFOGADOS,"RUA JOSEL ÃNDIA, 228",PRÓXIMO AO CLUBE SARGENTO VOLF,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
99,2022,12-dezembro,8120027022,2022-12-18T00:00:00,01:29,"O SOLICITANTE INFORMA QUE O MURO DA IGREJA ESTA COM RISCO EMINENTE DE CAIR E GERAR ACIDENTES,FAVOR VERIFICAR.",PLANICIE,AFOGADOS,AFOGADOS,"rua sao miguel, 345",muro da igreja batista cabrochemuro ao lado da rua quiterio inacio de melo em frente,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
100,2022,12-dezembro,8122058022,2022-12-28T00:00:00,11:47,USUARIO INFORMA QUE ESSE PREDIO ESTA APRESENTANDO RACHADURAS E AS FERRAGENS ESTA EXPOSTA . PRECISA DE URGENCIA DA VISTORIA,PLANICIE,AFOGADOS,AFOGADOS,RUA FLORENTINO OLIMPIO DOS SANTOS n 379,APOS O CLUBE SARGENTO WOLFF ( EDIFICIO MARIA IZABEL ),5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
101,2022,11-novembro,8112354522,2022-11-02T00:00:00,03:19,"usuario informa que foi ligado por corpo de bombeiro Artur gomes, um incêndio no imóveis",PLANICIE,AFOGADOS,AFOGADOS,RUA ALBATROZ N 83,próximo ao clube dos batutas,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
102,2022,11-novembro,8112350022,2022-11-01T00:00:00,22:53,"USUÁRIO SOLICITA NOVAMENTE UMA NOVA VISTORIA NO LOCAL,SEGUNDO ELE NENHUMA MEDIDA FOI TOMADA EM RELAÇÃO A SUA DENUNCIA, E O RISCO DO MURO CAIR E CAUSAR ACIDENTES PERMANECE. SEGUE A NUMERAÇÃO DO PROTOCOLO ANTERIOR 8098119822.",PLANICIE,AFOGADOS,AFOGADOS,SÃO MIGUEL N 345,NA IGREJA BATISTA KADOSH,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
103,2022,11-novembro,8114568222,2022-11-16T00:00:00,12:05,MORADORA INFORMA QUE A RESIDÊNCIA ESTÁ APARECENDO ALGUMAS RACHADURAS,PLANICIE,AFOGADOS,AFOGADOS,RUA RIO ARAGUAIA N.250,EM FRENTE AO ANTIGO ATLETICO CLUB,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
104,2022,10-outubro,8109402222,2022-10-18T00:00:00,10:08,"USUÁRIA SOLICITA CANCELAMENTO DO PROTOCOLO 81.06736.7.22, POR NÃO SER A PROPRIETÁRIA DO IMÓVEL.",PLANICIE,AFOGADOS,AFOGADOS,"rua claudinho dos santos, 61","após pontilhao de afogados no sentido cidade, primeira rua a direita. próximo ao muro do metrô estação afogados.",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
105,2022,10-outubro,8106263122,2022-10-01T00:00:00,11:32,USUARIO INFORMA CASA COM RACHADURAS DEVIDO A OBRA DO NOVO ATACAREJO. SOLICITA VISTORIA.,PLANICIE,AFOGADOS,AFOGADOS,"RUA COSME VIANA, 176 B","APOS A PEDRAGON,",5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
106,2022,10-outubro,8106736722,2022-10-04T00:00:00,11:44,"informa rachaduras na parede da frente e garagem, principalmente na parte de sustentação da casa de cima. Informa também que rachaduras do local aparentam estar aumentando.",PLANICIE,AFOGADOS,AFOGADOS,"rua claudinho dos santos, 61","após pontilhao de afogados no sentido cidade, primeira rua a direita. próximo ao muro do metrô estação afogados.",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
107,2022,09-setembro,8100913422,2022-09-13T00:00:00,09:04,"SOLICITA VISTORIA POIS O PISO DO APARTAMENTO ESTA  AFUNDANDO DEVIDO A UMA INFILTRAÇÃO ,AS PAREDES ESTA SOLTANDO O REBOCO .",PLANICIE,AFOGADOS,AFOGADOS,RUA NAPOLEAO TEIXEIRA DE MACEDO 95,"PROXIMO A IGREJA MARANATA , DEPOIS DA MATERNIDADE BANDEIRA FILHO   E ESTAÇÃO DE METRO IPIRANGA .",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
108,2022,09-setembro,8098119822,2022-09-02T00:00:00,23:06,"USUÁRIO SOLICITA UMA VISTORIA, INFORMA QUE O MURO DA IGREJA ESTÁ APRESENTANDO ALTO RISCO DE QUEDA, INFORMA QUE A QUALQUER MOMENTO O MURO PODE CAIR, INFORMA QUE O MURO ESTÁ INCLINADO, SOLICITA UMA VISTORIA.",PLANICIE,AFOGADOS,AFOGADOS,SÃO MIGUEL N 345,NA IGREJA BATISTA KADOSH,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
109,2022,09-setembro,8101896622,2022-09-15T00:00:00,08:02,USUARIOA SOLICITA CANCELAMENTO DO PROTOCOLO 8100913422 POIS OS MORADORES JULGARAM DESNECESSÁRIO A VISITA,PLANICIE,AFOGADOS,AFOGADOS,RUA NAPOLEÃO TEXEIRA DE MACEDO 95 AP 101,REF: PXMO A MATERNIDADE BANDEIRA FILHO NA RUA DA IGREJA MARANATA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
110,2022,09-setembro,8101090122,2022-09-13T00:00:00,13:11,"Solicita vistoria em prédio de aprox. 24 anos do tipo caixão. Cerca de 2 andares, 3 apartamentos por andar totalizando 9 apartamento desde 2008 classificado como risco alto, pois foi encontrado água nas fundações. Possui infiltrações, rachaduras, parte do terraço do APT 01 está afundando e muita umidade. Não possui sindico nem portaria.",PLANICIE,AFOGADOS,AFOGADOS,Rua napoleão teixeira de macedo n 95,Após o banco do Brasil da rua são miguel virar a direita fica em frente a igreja cristã maranata.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
111,2022,09-setembro,8101595622,2022-09-14T00:00:00,12:04,SOLICITA CANCELAMNETO DO PROTOCOLO 8101090122,PLANICIE,AFOGADOS,AFOGADOS,.Rua napoleão Teixeira de Macedo  95,Após o banco do Brasil da rua são Miguel virar a direita fica em frente a igreja cristã Maranata.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
112,2022,08-agosto,8086351822,2022-08-02T00:00:00,14:40,"USUÁRIA INFORMA QUE APÓS AS CHUVAS FORTES A ÁGUA ATINGIU A RESIDENCIA ONDE A PAREDE ESTA COM TIJOLOS SOLTOS E COM RISCO DE QUEDA, MORADORA GOSTARIA DE UMA VISTORIA NA ÁREA!",PLANICIE,AFOGADOS,AFOGADOS,RUA SANTO CRISTO N.529,PRÓXIMO A PANIFICADORA JUREME E O EDF. ERTON,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
113,2022,08-agosto,8087947122,2022-08-05T00:00:00,11:58,USUÁRIO INFORMA QUE RESIDENCIA AO LADO DA DELE ESTAVA EM OBRA MAIS NUNCA MAIS NINGUEM FOI AO LOCAL E ELA ESTA COM RISCO DE DESABAMENTO E TAMBEM ESTA COM INFILTRACOES NA RESIDENCIA DO MESMO.,PLANICIE,AFOGADOS,AFOGADOS,RUA HOLMES FONTES N SN,NA RUA DO HEROS HOTEL,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
114,2022,07-julho,8079237922,2022-07-13T00:00:00,11:14,SOLICITA A VISTORIA POIS A CASA ESTA RACHADA E DISTANCIA MAIS DE UM DEDO,PLANICIE,AFOGADOS,AFOGADOS,RUA SANTO CRISTO N. 40,PROX. APOS O BANCO DO BRASILENTRAR NA RUA DA IGREJA DA SE DEPOIS A 1 A ESQUERDA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
115,2022,07-julho,8079225022,2022-07-13T00:00:00,10:58,solicita vistoria no imóvel. informa rachaduras onde é possível colocar um dedo. pede que entrem em contato para confirma hora e dia.,PLANICIE,AFOGADOS,AFOGADOS,"rua santo cristo, 159",entrando na igreja da fé de afogados entrar na primeira rua à esquerda,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
116,2022,07-julho,8079697022,2022-07-14T00:00:00,12:10,vistoria  usuária solicita vistoria no local na sua residência pois a mesma perdeu todos os moveis na chuva.,PLANICIE,AFOGADOS,AFOGADOS,rua santa vitória 27,endereço: rua santa vitória 27 a vila são Miguel afogadosreferencia: próximo a creche vila são miguel,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
117,2022,07-julho,8080321022,2022-07-15T00:00:00,15:11,SRA SOLICITA O CANCELAMENTO DO PROTOCOLO 80.79237.9.22,PLANICIE,AFOGADOS,"",RUA SANTO CRISTO N. 40,PROX. APOS O BANCO DO BRASILENTRAR NA RUA DA IGREJA DA SE DEPOIS A 1 A ESQUERDA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
118,2022,07-julho,8078157122,2022-07-09T00:00:00,15:20,vistoria usuária informa que perdeu tudo,PLANICIE,AFOGADOS,AFOGADOS,vila Tamandaré rua da salina 499,endereço: vila Tamandaré rua da salina 499referencia: igreja do pastor André,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
119,2022,07-julho,8080317222,2022-07-15T00:00:00,15:08,SRA SOLICITA O CANCELAMENTO DO PROTOCOLO 80.79225.0.22,PLANICIE,AFOGADOS,"","rua santo cristo, 159",entrando na igreja da fé de afogados entrar na primeira rua à esquerda,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
120,2022,06-junho,8062118122,2022-06-05T00:00:00,12:45,USUÁRIO SOLICITA VISTORIA EM SUA RESIDENCIA TRATA/SE DE UM(A): PRÉDIO DO TIPO CAIXÃO POSSUI:  FERRAGENS A AMOSTRA ESTÁ CHEIO DE INFILTRAÇÕES E TEM MAIS DE 70 ANOS DE CONSTRUIDO. NÃO POSSUI PORTARIA,PLANICIE,AFOGADOS,AFOGADOS,RUA DRA ITAMAR DE MORAES E SILVA 56,PROXIMO AO RESTAURANTE BODE DO NÓ AO LADO DA PADARIA OPÇÃO.,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
121,2022,06-junho,8066902922,2022-06-13T00:00:00,12:46,SR SOLICITA VISTORIA NO MURO DA CAFEPETINHO QUE ESTA COM RISCO DE QUEDA,PLANICIE,AFOGADOS,AFOGADOS,RUA VINTE E UM DE ABRIL SN,MURO DA CAFE PETINHO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
122,2022,06-junho,8067655522,2022-06-14T00:00:00,16:00,USUARIO SOLICITA VISTORIA NA RESIDENCIA QUE FOI AFETADA PELAS CHUVAS,PLANICIE,AFOGADOS,AFOGADOS,RUA DO ROSARIO N289,COMUNIDADE SOUSA LUNA PROXIMO A PEIXARIA DE SAO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
123,2022,06-junho,8068580922,2022-06-16T00:00:00,10:05,"INFORMA RACHADURAS NA CASA, SOLICITA VISTORIA.",PLANICIE,AFOGADOS,AFOGADOS,"TRV SANTA HELENA, 40",ARMAZÉM GLÓRIA NA MESMA RUA.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
124,2022,06-junho,8074275022,2022-06-30T00:00:00,13:11,SOLICITA VISTORIA EM SUA CASA QUE FOI ATINGIDA PELA ULTIMA ENCHENTE. CASA ENCONTRA/SE COM RACHADURAS PARTE DO TETO DA COZINHA DESPENCOU. PEDEU ALGUNS MOVEIS NO LOCAL.,PLANICIE,AFOGADOS,AFOGADOS,RUA SANTA VITORIA 50,RUA EMFRENTE A CRECHE MUNICIPAL DE AFOGADOS.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
125,2022,06-junho,8070688822,2022-06-21T00:00:00,20:22,USUÁRIO SOLICITA VISTORIA PARA VERIFICAR A SITUAÇÃO DE SUA RESIDENCIA QUE APRESENTA VÁRIAS RACHADURAS.,PLANICIE,AFOGADOS,AFOGADOS,RUA CLAUDINO DOS SANTOS N 247,PRÓXIMO AO CLUBE ATLÉTICO AMADORES,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
126,2022,06-junho,8071749022,2022-06-24T00:00:00,21:25,informa que telhado da residencia caiu,PLANICIE,AFOGADOS,AFOGADOS,"rua vinte e um de abril, 111",proximo ao pontilhao da estacao afogados,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
127,2022,06-junho,8072662622,2022-06-28T00:00:00,10:30,"CANCELAMENTO DO PEDIDO 80.63475.2.22 , JA FOI RESOLVIDO",PLANICIE,AFOGADOS,AFOGADOS,RUA COTUNGUBA N 189,PROXIMO A OFICINA DO SARAIVA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
128,2022,06-junho,8072282922,2022-06-27T00:00:00,15:37,SRA SOLICITA VISTORIA NA RESIDENCIA QUE ESTA ESTUFADA COM INFILTRAÇOES E AS PAREDES COM RISCO DE QUEDA,PLANICIE,AFOGADOS,AFOGADOS,RUA ALEXANDRE RODRIGUES FERREIRA N151,PROXIMO DO RESTAURANTE REI DA CHARQUE,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
129,2022,06-junho,8072937522,2022-06-28T00:00:00,15:11,USUÁRIA SOLICITA VISTORIA EM RESIDENCIA E INFORMA QUE ESTA COM VARIAS RACHADURAS E TETO CEDEU UM PEDACO.,PLANICIE,AFOGADOS,AFOGADOS,RUA SANTA VITORIA N 385,PROXIMO AO BAR DO VADO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
130,2022,06-junho,8074423922,2022-06-30T00:00:00,15:38,"vistoria usuário solicita uma vistoria na residência dele, pois ele gostaria de saber se ele é possível ganhar o auxilio calamidade. pois com as fortes chuvas ele saiu do imóvel e quase perdeu tudo.",PLANICIE,AFOGADOS,AFOGADOS,Carlos pena filho,endereço: rua Carlos pena filho 166 afogados referencia: ao lado do residencial padre Miguel,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
131,2022,06-junho,8063475222,2022-06-07T00:00:00,12:28,"USUÁRIO INFORMA QUE O TETO DE SUA CASA CAIU, VERIFICAR ESTRUTURA DA CASA SE HÁ CONDIÇÕES DE MORADIA",PLANICIE,AFOGADOS,AFOGADOS,RUA COTUNGUBA N 189,PROXIMO A OFICINA DO SARAIVA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
132,2022,06-junho,8071124022,2022-06-22T00:00:00,14:28,SOLICITA CANCELAMENTO DO PROTOCOLO: 8054746722 REFERENTE A VISTORIA,PLANICIE,AFOGADOS,AFOGADOS,"rua coronel alfredo duarte, 402",próximo ao clube sargento wolf,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
133,2022,05-maio,8056050022,2022-05-28T00:00:00,14:51,SOLICITA VISTORIA EM SUA RESIDENCIA POIS INFORMA QUE SEU VIZINHO CONSTRUIU UM RESERVATORIO ONDE SEMPRE VAZA AGUA PARA SUAS PAREDES E TETO. INFORMA QUE O TETO ESTA COMPROMETIDO.,PLANICIE,AFOGADOS,AFOGADOS,ESTRADA DO BONGI 324,AO LADO DA FUNILARIA DA FIORE VEICULOS. EM FRENTE A BORRACHARIA DO BORRACHA.,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
134,2022,05-maio,8052581022,2022-05-25T00:00:00,02:53,"A SOLICITANTE INFORMA QUE SUA CASA ESTA TOTALMENTE ALAGADA,FAVOR VERIFICAR COM URGENCIA.A MESMA INFORMA QUE LÁ FUNCIONA COMO ABRIGO PARA PESSOAS COM NECESSIDADES ESPECIAIS.",PLANICIE,AFOGADOS,AFOGADOS,"RUA DANIEL ANTONIO RODRIGUES, N 224",PERTO DO ARMAZEM CORAL.,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
135,2022,05-maio,8054746722,2022-05-26T00:00:00,18:38,"ususario informa que em sua residencia tem um pe grande de jambo, area nao é de barreirainforma que caiu parte do tronco (partiu no meio) essa parte que caiu, foi pra sua residencia, o mesmo pede que abra solicitacao pois informa que na visao dele em caso de queda da outra parte, pode cair por cima de pessoas passando, carro, entre outrosa parte que caiu pra sua residencia, nao gerou nenhum dano",PLANICIE,AFOGADOS,AFOGADOS,"rua coronel alfredo duarte, 402",proximo ao clube sargento wolf,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
136,2022,05-maio,8048413022,2022-05-13T00:00:00,18:12,"informa que mora em predio caixao caiu estrutura de um dos prediosinforma que sao 8 apartamentos, e caiu o banheiro de um deles que estava fechadoinforma que falou com proprietario, mas nada foi feitoinforma que alguns estao com reformas constantes, ja o que caiu, nao tem informa que a estrutura esta caindo, informa que ja caiu ate a escadainforma que tem parede na sua residencia molhada",PLANICIE,AFOGADOS,AFOGADOS,"rua joinvile, numero 356",proximo ao clube sargento wolf,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
137,2022,05-maio,8046737222,2022-05-10T00:00:00,16:37,"A USUÁRIA INFORMA QUE A  ÁRVORE ESTÁ CAINDO FAZENDO UNS ESTALOS E A RAIZ ESTÁ PENDENDO O CAULE. ESTÁ DERRUBANDO O TELHADO DA CASA DO VIZINHO E TEME QUE CAIA NA CASA, PODENDO OCORRER UM DESASTRE. A MESMA SOLICITA UMA VISTORIA.",PLANICIE,AFOGADOS,AFOGADOS,"RUA  SÃO MIGUEL,","RUA  SÃO MIGUEL, 1808, AFOGADOSPONTO DE REFERÊNCIA: EM FRENTE A UMA OFICINA CHAMADA DEDÉ DAS BATERIAS E UM  DEPÓSITO BEM GRANDE CHAMADO RENASCER.",5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
138,2022,05-maio,8045959122,2022-05-09T00:00:00,10:34,"USUARIO  SOLICITA VIABILIDADE DE PARCERIA, PARA CALÇAMENTO DE UM BECO.",PLANICIE,AFOGADOS,AFOGADOS,"RUA DA VOLTA, S N",PROX HOTEL EROS,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
139,2022,05-maio,8045953322,2022-05-09T00:00:00,10:31,"USUARIO  SOLICITA VIABILIDADE DE PARCERIA, PARA CALÇAMENTO DE UM BECO.",PLANICIE,AFOGADOS,AFOGADOS,"TRAV SANTA HELENA, S N",PROX ARMAZEM GLORIA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
140,2022,04-abril,8039788422,2022-04-22T00:00:00,15:02,O ANDERSON ENTRA EM CONTAO  E INFORMA QUE A CASA  DE DONA SEVERINA PEGOU FOGO E SOLICITA  O PROGRAMA PARCEIRA.,PLANICIE,AFOGADOS,AFOGADOS,RUA DA BACIA,RUA DA BACIA 44  AFOGADOS  PRÓXIMO A VILA MIAME,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
141,2022,03-marco,8025326322,2022-03-16T00:00:00,08:15,"solicita vistoria no apartamento, informa que existe vazamento vindo dos apartamentos de cima",PLANICIE,AFOGADOS,AFOGADOS,"rua carlos pena filho, 116",rua próxima ao posto de combustível e quartel do sds,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
142,2022,03-marco,8019617022,2022-03-01T00:00:00,09:27,CLEINTE INFORMA QUE A RAIZ DA ARVORES ESTA EMPURRANDO O MURO E ESTA QUASE CAINDO.,PLANICIE,AFOGADOS,AFOGADOS,RUA TEREZINHA LINHA,VINDO PELA AV. SAO MIGUEL FICA DO LADO ESQUERDO  SENTIDO SUBURBIO CIDADE A RUA DE ESQUINA COM A  ARMAZEM CORAL,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
143,2022,02-fevereiro,8010512022,2022-02-02T00:00:00,14:29,SOLICITA VISTORIA EM UM IMÓVEL COM O TELHADO COM RISCO DE QUEDA  E INFORMA QUE JÁ DEMOLIRAM IRREGULARMENTE O IMÓVEL,PLANICIE,AFOGADOS,AFOGADOS,RUA VINTE E UM DE ABRIL 22,EM FRENTE A ESTAÇÃO DO METRO PERTO DOS ÔNIBUS,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
144,2021,11-novembro,8101199521,2021-11-16T00:00:00,14:53,"SOLICITA VISTORIA POIS MURO ESTA COM RISCO DE QUEDA ,MURO TEM MAIS OU MENOS 1,90  E ESTA TODO RACHADO",PLANICIE,AFOGADOS,AFOGADOS,RUA AUGUSTO CALHEIROS SN,POR TRÁS DO CAPS,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
145,2021,11-novembro,8102752021,2021-11-19T00:00:00,12:10,"USUÁRIA SOLICITA VISTORIA, INFORMA QUE ELA É DONA DE UMA ANTIGA CASA DE SHOW (1º ANDAR) QUE  ESTAVA  ALUGADA E O INQUILINO FEZ UMA REFORMA IRREGULAR  NO TÉRREO, MAS QUE SÓ É POSSÍVEL VISUALIZAR  DO 1ª ANDAR, E ESTÁ OFERECENDO ALTO RISCO DE MORTE.OBS: É NECESSÁRIO ENTRAR EM CONTATO COM A SOLICITANTE OU MANDAR ALGUMA MENSAGEM, POIS O LOCAL ESTÁ FECHADO.",PLANICIE,AFOGADOS,AFOGADOS,"RUA ALEXANDRE SELVA, N 300 A","IMÓVEL DE ESQUINA COM A AV 21 DE ABRIL, CASA DE RECEPÇÕES ARMAZÉM 21, LOJA PENÉLOPE, EM FRENTE A FÁBRICA DE CAFÉ PETINHO.",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
146,2021,11-novembro,8102740121,2021-11-19T00:00:00,11:46,"Usuária solicita vistoria em residência, primeiro andar, que teve uma construção irregular que esta com risco.",PLANICIE,AFOGADOS,AFOGADOS,"Rua Vinte e um de Abril, n955",Em frente a fabrica do café petinho,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
